0041 ; 24B6 ; # A → Ⓐ
0041 ; 16F41 ; # A → 𖽁
0041 ; 1D434 ; # A → 𝐴
0041 ; 1D44E ; # A → 𝑎
0041 ; 1D49C ; # A → 𝒜
0041 ; 1D4B6 ; # A → 𝒶
0041 ; 1D6A8 ; # A → 𝚨
0041 ; 1D6C2 ; # A → 𝛂
0041 ; 1D6DB ; # A → 𝛛
0041 ; 1D6E2 ; # A → 𝛢
0041 ; 1D6FC ; # A → 𝛼
0041 ; 1D715 ; # A → 𝜕
0041 ; 1D71C ; # A → 𝜜
0041 ; 1D736 ; # A → 𝜶
0041 ; 1D74F ; # A → 𝝏
0041 ; 1D756 ; # A → 𝝖
0041 ; 1D770 ; # A → 𝝰
0041 ; 1D790 ; # A → 𝞐
0041 ; 1D7AA ; # A → 𝞪
0041 ; 1F110 ; # A → 🄐
0041 ; 13AA ; # A → Ꭺ
0041 ; 13AF ; # A → Ꭿ
0041 ; 212B ; # A → Å
0041 ; 1F00 ; # A → ἀ
0041 ; 1F01 ; # A → ἁ
0041 ; 1F02 ; # A → ἂ
0041 ; 1F03 ; # A → ἃ
0041 ; 1F04 ; # A → ἄ
0041 ; 1F05 ; # A → ἅ
0041 ; 1F06 ; # A → ἆ
0041 ; 1F07 ; # A → ἇ
0041 ; 1F08 ; # A → Ἀ
0041 ; 1F09 ; # A → Ἁ
0041 ; 1F0A ; # A → Ἂ
0041 ; 1F0B ; # A → Ἃ
0041 ; 1F0C ; # A → Ἄ
0041 ; 1F0D ; # A → Ἅ
0041 ; 1F0E ; # A → Ἆ
0041 ; 1F0F ; # A → Ἇ
0041 ; 1F70 ; # A → ὰ
0041 ; 1F71 ; # A → ά
0041 ; 1F80 ; # A → ᾀ
0041 ; 1F81 ; # A → ᾁ
0041 ; 1F82 ; # A → ᾂ
0041 ; 1F83 ; # A → ᾃ
0041 ; 1F84 ; # A → ᾄ
0041 ; 1F85 ; # A → ᾅ
0041 ; 1F86 ; # A → ᾆ
0041 ; 1F87 ; # A → ᾇ
0041 ; 1F88 ; # A → ᾈ
0041 ; 1F89 ; # A → ᾉ
0041 ; 1F8A ; # A → ᾊ
0041 ; 1F8B ; # A → ᾋ
0041 ; 1F8C ; # A → ᾌ
0041 ; 1F8D ; # A → ᾍ
0041 ; 1F8E ; # A → ᾎ
0041 ; 1F8F ; # A → ᾏ
0041 ; 1FB0 ; # A → ᾰ
0041 ; 1FB1 ; # A → ᾱ
0041 ; 1FB2 ; # A → ᾲ
0041 ; 1FB3 ; # A → ᾳ
0041 ; 1FB4 ; # A → ᾴ
0041 ; 1FB6 ; # A → ᾶ
0041 ; 1FB7 ; # A → ᾷ
0041 ; 1FB8 ; # A → Ᾰ
0041 ; 1FB9 ; # A → Ᾱ
0041 ; 1FBA ; # A → Ὰ
0041 ; 1FBB ; # A → Ά
0041 ; 1FBC ; # A → ᾼ
0041 ; 1E00 ; # A → Ḁ
0041 ; 1E01 ; # A → ḁ
0041 ; 1E9A ; # A → ẚ
0041 ; 1EA0 ; # A → Ạ
0041 ; 1EA1 ; # A → ạ
0041 ; 1EA2 ; # A → Ả
0041 ; 1EA3 ; # A → ả
0041 ; 1EA4 ; # A → Ấ
0041 ; 1EA5 ; # A → ấ
0041 ; 1EA6 ; # A → Ầ
0041 ; 1EA7 ; # A → ầ
0041 ; 1EA8 ; # A → Ẩ
0041 ; 1EA9 ; # A → ẩ
0041 ; 1EAA ; # A → Ẫ
0041 ; 1EAB ; # A → ẫ
0041 ; 1EAC ; # A → Ậ
0041 ; 1EAD ; # A → ậ
0041 ; 1EAE ; # A → Ắ
0041 ; 1EAF ; # A → ắ
0041 ; 1EB0 ; # A → Ằ
0041 ; 1EB1 ; # A → ằ
0041 ; 1EB2 ; # A → Ẳ
0041 ; 1EB3 ; # A → ẳ
0041 ; 1EB4 ; # A → Ẵ
0041 ; 1EB5 ; # A → ẵ
0041 ; 1EB6 ; # A → Ặ
0041 ; 1EB7 ; # A → ặ
0041 ; 1D8F ; # A → ᶏ
0041 ; 1DBA ; # A → ᶺ
0041 ; 1D01 ; # A → ᴁ
0041 ; 1A21 ; # A → ᨡ
0041 ; 1951 ; # A → ᥑ
0041 ; 1972 ; # A → ᥲ
0041 ; 1902 ; # A → ᤂ
0041 ; 15C5 ; # A → ᗅ
0041 ; 15CB ; # A → ᗋ
0041 ; 15D7 ; # A → ᗗ
0041 ; 15E9 ; # A → ᗩ
0041 ; 0410 ; # A → А
0041 ; 0430 ; # A → а
0041 ; 0466 ; # A → Ѧ
0041 ; 0467 ; # A → ѧ
0041 ; 0468 ; # A → Ѩ
0041 ; 0469 ; # A → ѩ
0041 ; 04D0 ; # A → Ӑ
0041 ; 04D1 ; # A → ӑ
0041 ; 04D2 ; # A → Ӓ
0041 ; 04D3 ; # A → ӓ
0041 ; 0386 ; # A → Ά
0041 ; 03AC ; # A → ά
0041 ; 03B1 ; # A → α
0041 ; 01CD ; # A → Ǎ
0041 ; 01CE ; # A → ǎ
0041 ; 01DE ; # A → Ǟ
0041 ; 01DF ; # A → ǟ
0041 ; 01E0 ; # A → Ǡ
0041 ; 01E1 ; # A → ǡ
0041 ; 01E2 ; # A → Ǣ
0041 ; 01FA ; # A → Ǻ
0041 ; 01FB ; # A → ǻ
0041 ; 01FC ; # A → Ǽ
0041 ; 0200 ; # A → Ȁ
0041 ; 0201 ; # A → ȁ
0041 ; 0202 ; # A → Ȃ
0041 ; 0203 ; # A → ȃ
0041 ; 0226 ; # A → Ȧ
0041 ; 0227 ; # A → ȧ
0041 ; 023A ; # A → Ⱥ
0041 ; 0100 ; # A → Ā
0041 ; 0101 ; # A → ā
0041 ; 0102 ; # A → Ă
0041 ; 0103 ; # A → ă
0041 ; 0104 ; # A → Ą
0041 ; 0105 ; # A → ą
0041 ; 00AA ; # A → ª
0041 ; 00C0 ; # A → À
0041 ; 00C2 ; # A → Â
0041 ; 00C3 ; # A → Ã
0041 ; 00C5 ; # A → Å
0041 ; 00E2 ; # A → â
0041 ; 00E3 ; # A → ã
0041 ; 00E5 ; # A → å
0041 ; 00E6 ; # A → æ
0042 ; 24B7 ; # B → Ⓑ
0042 ; 1F151 ; # B → 🅑
0042 ; FF22 ; # B → Ｂ
0042 ; 1D401 ; # B → 𝐁
0042 ; 1D56D ; # B → 𝕭
0042 ; 1D469 ; # B → 𝑩
0042 ; 1D4D1 ; # B → 𝓑
0042 ; 1D539 ; # B → 𝔹
0042 ; 1D671 ; # B → 𝙱
0042 ; 1D5A1 ; # B → 𝖡
0042 ; 1D5D5 ; # B → 𝗕
0042 ; 1D63D ; # B → 𝘽
0042 ; 1D609 ; # B → 𝘉
0042 ; 1F131 ; # B → 🄱
0042 ; 1F171 ; # B → 🅱
0042 ; 1F1E7 ; # B → 🇧
0042 ; 1D505 ; # B → 𝔅
0042 ; 1D66 ; # B → ᵦ
0042 ; 1D2E ; # B → ᴮ
0042 ; 249D ; # B → ⒝
0042 ; 10412 ; # B → 𐐒
0042 ; 0042 0301 ; # B → B́
0042 ; 0042 0324 ; # B → B̤
0042 ; 0042 0308 ; # B → B̈
0042 ; 0042 0324 0308 ; # B → B̤̈
0042 ; 0338 0042 ; # B → ̸B
0042 ; 130C ; # B → ጌ
0042 ; 4E43 ; # B → 乃
0042 ; 24D1 ; # B → ⓑ
0042 ; FF42 ; # B → ｂ
0042 ; 1D41B ; # B → 𝐛
0042 ; 1D587 ; # B → 𝖇
0042 ; 1D483 ; # B → 𝒃
0042 ; 1D4EB ; # B → 𝓫
0042 ; 1D553 ; # B → 𝕓
0042 ; 1D68B ; # B → 𝚋
0042 ; 1D5BB ; # B → 𝖻
0042 ; 1D5EF ; # B → 𝗯
0042 ; 1D657 ; # B → 𝙗
0042 ; 1D623 ; # B → 𝘣
0042 ; 1D51F ; # B → 𝔟
0042 ; 1D47 ; # B → ᵇ
0042 ; 0071 ; # B → q
0042 ; 0064 ; # B → d
0042 ; 0062 0301 ; # B → b́
0042 ; 0062 0324 ; # B → b̤
0042 ; 0062 0308 ; # B → b̈
0042 ; 0062 0324 0308 ; # B → b̤̈
0042 ; 0338 0062 ; # B → ̸b
0042 ; 0062 ; # B → b
0042 ; 0299 ; # B → ʙ
0042 ; 2C82 ; # B → Ⲃ
0042 ; 2C83 ; # B → ⲃ
0042 ; A4D0 ; # B → ꓐ
0042 ; A4ED ; # B → ꓭ
0042 ; A64E ; # B → Ꙏ
0042 ; A64F ; # B → ꙏ
0042 ; A650 ; # B → Ꙑ
0042 ; A651 ; # B → ꙑ
0042 ; A652 ; # B → Ꙓ
0042 ; A653 ; # B → ꙓ
0042 ; A7B5 ; # B → ꞵ
0042 ; FEC1 ; # B → ﻁ
0042 ; FEC2 ; # B → ﻂ
0042 ; FEC3 ; # B → ﻃ
0042 ; FEC4 ; # B → ﻄ
0042 ; FEC5 ; # B → ﻅ
0042 ; FEC6 ; # B → ﻆ
0042 ; FEC7 ; # B → ﻇ
0042 ; FEC8 ; # B → ﻈ
0042 ; 10282 ; # B → 𐊂
0042 ; 102A1 ; # B → 𐊡
0042 ; 102A7 ; # B → 𐊧
0042 ; 102E8 ; # B → 𐋨
0042 ; 10301 ; # B → 𐌁
0042 ; 1031C ; # B → 𐌜
0042 ; 10331 ; # B → 𐌱
0042 ; 1041A ; # B → 𐐚
0042 ; 1043A ; # B → 𐐺
0042 ; 10442 ; # B → 𐑂
0042 ; 10491 ; # B → 𐒑
0042 ; 10921 ; # B → 𐤡
0042 ; 109A9 ; # B → 𐦩
0042 ; 10C1D ; # B → 𐰝
0042 ; 11028 ; # B → 𑀨
0042 ; 1D435 ; # B → 𝐵
0042 ; 1D44F ; # B → 𝑏
0042 ; 1D4B7 ; # B → 𝒷
0042 ; 1D6A9 ; # B → 𝚩
0042 ; 1D6C3 ; # B → 𝛃
0042 ; 1D6E3 ; # B → 𝛣
0042 ; 1D6FD ; # B → 𝛽
0042 ; 1D71D ; # B → 𝜝
0042 ; 1D737 ; # B → 𝜷
0042 ; 1D757 ; # B → 𝝗
0042 ; 1D771 ; # B → 𝝱
0042 ; 1D791 ; # B → 𝞑
0042 ; 1D7AB ; # B → 𝞫
0042 ; 1F111 ; # B → 🄑
0042 ; 13CF ; # B → Ꮟ
0042 ; 13F0 ; # B → Ᏸ
0042 ; 13F4 ; # B → Ᏼ
0042 ; 212C ; # B → ℬ
0042 ; 1E02 ; # B → Ḃ
0042 ; 1E03 ; # B → ḃ
0042 ; 1E04 ; # B → Ḅ
0042 ; 1E05 ; # B → ḅ
0042 ; 1E06 ; # B → Ḇ
0042 ; 1E07 ; # B → ḇ
0042 ; 1E9E ; # B → ẞ
0042 ; 1D80 ; # B → ᶀ
0042 ; 1DB9 ; # B → ᶹ
0042 ; 1D03 ; # B → ᴃ
0042 ; 1D2F ; # B → ᴯ
0042 ; 1D6C ; # B → ᵬ
0042 ; 1A29 ; # B → ᨩ
0042 ; 16D2 ; # B → ᛒ
0042 ; 16D4 ; # B → ᛔ
0042 ; 1472 ; # B → ᑲ
0042 ; 1473 ; # B → ᑳ
0042 ; 147E ; # B → ᑾ
0042 ; 147F ; # B → ᑿ
0042 ; 1480 ; # B → ᒀ
0042 ; 1481 ; # B → ᒁ
0042 ; 1482 ; # B → ᒂ
0042 ; 1483 ; # B → ᒃ
0042 ; 1488 ; # B → ᒈ
0042 ; 1579 ; # B → ᕹ
0042 ; 157A ; # B → ᕺ
0042 ; 157B ; # B → ᕻ
0042 ; 1583 ; # B → ᖃ
0042 ; 1584 ; # B → ᖄ
0042 ; 1585 ; # B → ᖅ
0042 ; 159A ; # B → ᖚ
0042 ; 15AF ; # B → ᖯ
0042 ; 15F7 ; # B → ᗷ
0042 ; 15F8 ; # B → ᗸ
0042 ; 15F9 ; # B → ᗹ
0042 ; 15FD ; # B → ᗽ
0042 ; 15FE ; # B → ᗾ
0042 ; 15FF ; # B → ᗿ
0042 ; 1625 ; # B → ᘥ
0042 ; 1626 ; # B → ᘦ
0042 ; 1656 ; # B → ᙖ
0042 ; 1657 ; # B → ᙗ
0042 ; 1658 ; # B → ᙘ
0042 ; 165D ; # B → ᙝ
0042 ; 165E ; # B → ᙞ
0042 ; 165F ; # B → ᙟ
0042 ; 1663 ; # B → ᙣ
0042 ; 1664 ; # B → ᙤ
0042 ; 1665 ; # B → ᙥ
0042 ; 1669 ; # B → ᙩ
0042 ; 166A ; # B → ᙪ
0042 ; 166B ; # B → ᙫ
0042 ; 10A6 ; # B → Ⴆ
0042 ; 10A9 ; # B → Ⴉ
0042 ; 10AA ; # B → Ⴊ
0042 ; 10EE ; # B → ხ
0042 ; 0F49 ; # B → ཉ
0042 ; 0E3F ; # B → ฿
0042 ; 0D26 ; # B → ദ
0042 ; 07D5 ; # B → ߕ
0042 ; 0412 ; # B → В
0042 ; 042A ; # B → Ъ
0042 ; 042B ; # B → Ы
0042 ; 042C ; # B → Ь
0042 ; 0432 ; # B → в
0042 ; 044A ; # B → ъ
0042 ; 044B ; # B → ы
0042 ; 044C ; # B → ь
0042 ; 0462 ; # B → Ѣ
0042 ; 0463 ; # B → ѣ
0042 ; 048C ; # B → Ҍ
0042 ; 048D ; # B → ҍ
0042 ; 03B2 ; # B → β
0042 ; 03E6 ; # B → Ϧ
0042 ; 02B6 ; # B → ʶ
0042 ; 025E ; # B → ɞ
0042 ; 0181 ; # B → Ɓ
0042 ; 0184 ; # B → Ƅ
0042 ; 0185 ; # B → ƅ
0042 ; 0243 ; # B → Ƀ
0042 ; 00DF ; # B → ß
0043 ; 24B8 ; # C → Ⓒ
0043 ; 1F152 ; # C → 🅒
0043 ; FF23 ; # C → Ｃ
0043 ; 1D402 ; # C → 𝐂
0043 ; 1D56E ; # C → 𝕮
0043 ; 1D46A ; # C → 𝑪
0043 ; 1D4D2 ; # C → 𝓒
0043 ; 2102 ; # C → ℂ
0043 ; 1D672 ; # C → 𝙲
0043 ; 1D5A2 ; # C → 𝖢
0043 ; 1D5D6 ; # C → 𝗖
0043 ; 1D63E ; # C → 𝘾
0043 ; 1D60A ; # C → 𝘊
0043 ; 1F132 ; # C → 🄲
0043 ; 1F172 ; # C → 🅲
0043 ; 1F1E8 ; # C → 🇨
0043 ; 212D ; # C → ℭ
0043 ; A700 ; # C → ꜀
0043 ; 1466 ; # C → ᑦ
0043 ; 249E ; # C → ⒞
0043 ; 0186 ; # C → Ɔ
0043 ; 0106 ; # C → Ć
0043 ; 0043 0324 ; # C → C̤
0043 ; 0043 0308 ; # C → C̈
0043 ; 0043 0324 0308 ; # C → C̤̈
0043 ; 0338 0043 ; # C → ̸C
0043 ; 122D ; # C → ር
0043 ; 0063 ; # C → c
0043 ; 24D2 ; # C → ⓒ
0043 ; FF43 ; # C → ｃ
0043 ; 1D41C ; # C → 𝐜
0043 ; 1D588 ; # C → 𝖈
0043 ; 1D484 ; # C → 𝒄
0043 ; 1D4EC ; # C → 𝓬
0043 ; 1D554 ; # C → 𝕔
0043 ; 1D68C ; # C → 𝚌
0043 ; 1D5BC ; # C → 𝖼
0043 ; 1D5F0 ; # C → 𝗰
0043 ; 1D658 ; # C → 𝙘
0043 ; 1D624 ; # C → 𝘤
0043 ; 1D520 ; # C → 𝔠
0043 ; 1D9C ; # C → ᶜ
0043 ; 0254 ; # C → ɔ
0043 ; 0107 ; # C → ć
0043 ; 0063 0324 ; # C → c̤
0043 ; 0063 0308 ; # C → c̈
0043 ; 0063 0324 0308 ; # C → c̤̈
0043 ; 0338 0063 ; # C → ̸c
0043 ; 1D04 ; # C → ᴄ
0043 ; 2CA4 ; # C → Ⲥ
0043 ; 2CA5 ; # C → ⲥ
0043 ; 2CDE ; # C → Ⳟ
0043 ; 2CDF ; # C → ⳟ
0043 ; A49D ; # C → ꒝
0043 ; A49F ; # C → ꒟
0043 ; A4DA ; # C → ꓚ
0043 ; A6D5 ; # C → ꛕ
0043 ; 2201 ; # C → ∁
0043 ; A8A7 ; # C → ꢧ
0043 ; A90D ; # C → ꤍ
0043 ; A90D A92B ; # C → ꤍ꤫
0043 ; A90D A92C ; # C → ꤍ꤬
0043 ; A90D A92D ; # C → ꤍ꤭
0043 ; ABC5 ; # C → ꯅ
0043 ; 102A2 ; # C → 𐊢
0043 ; 102F4 ; # C → 𐋴
0043 ; 102F6 ; # C → 𐋶
0043 ; 10302 ; # C → 𐌂
0043 ; 1033E ; # C → 𐌾
0043 ; 10415 ; # C → 𐐕
0043 ; 10416 ; # C → 𐐖
0043 ; 1043D ; # C → 𐐽
0043 ; 104A8 ; # C → 𐒨
0043 ; 10C2B ; # C → 𐰫
0043 ; 11017 ; # C → 𑀗
0043 ; 1101D ; # C → 𑀝
0043 ; 1119B ; # C → 𑆛
0043 ; 16F10 ; # C → 𖼐
0043 ; 16F11 ; # C → 𖼑
0043 ; 16F12 ; # C → 𖼒
0043 ; 16F50 ; # C → 𖽐
0043 ; 1D436 ; # C → 𝐶
0043 ; 1D450 ; # C → 𝑐
0043 ; 1D49E ; # C → 𝒞
0043 ; 1D4B8 ; # C → 𝒸
0043 ; 1D747 ; # C → 𝝇
0043 ; 1D781 ; # C → 𝞁
0043 ; 1D7AF ; # C → 𝞯
0043 ; 1D7BB ; # C → 𝞻
0043 ; 1F112 ; # C → 🄒
0043 ; 2D4E ; # C → ⵎ
0043 ; 13DD ; # C → Ꮭ
0043 ; 13DF ; # C → Ꮯ
0043 ; 13E3 ; # C → Ꮳ
0043 ; 13E8 ; # C → Ꮸ
0043 ; 2ABD ; # C → ⪽
0043 ; 2ABF ; # C → ⪿
0043 ; 2AC1 ; # C → ⫁
0043 ; 2AC3 ; # C → ⫃
0043 ; 2AC5 ; # C → ⫅
0043 ; 2AC7 ; # C → ⫇
0043 ; 2AC9 ; # C → ⫉
0043 ; 2ACB ; # C → ⫋
0043 ; 2ACD ; # C → ⫍
0043 ; 2282 ; # C → ⊂
0043 ; 2284 ; # C → ⊄
0043 ; 2286 ; # C → ⊆
0043 ; 2288 ; # C → ⊈
0043 ; 228A ; # C → ⊊
0043 ; 228F ; # C → ⊏
0043 ; 2291 ; # C → ⊑
0043 ; 22D0 ; # C → ⋐
0043 ; 22E2 ; # C → ⋢
0043 ; 22E4 ; # C → ⋤
0043 ; 216D ; # C → Ⅽ
0043 ; 217D ; # C → ⅽ
0043 ; 2185 ; # C → ↅ
0043 ; 2103 ; # C → ℃
0043 ; 1E08 ; # C → Ḉ
0043 ; 1E09 ; # C → ḉ
0043 ; 1D9D ; # C → ᶝ
0043 ; 1A84 ; # C → ᪄
0043 ; 1A86 ; # C → ᪆
0043 ; 1A89 ; # C → ᪉
0043 ; 19D4 ; # C → ᧔
0043 ; 19DA ; # C → ᧚
0043 ; 1974 ; # C → ᥴ
0043 ; 194B ; # C → ᥋
0043 ; 194C ; # C → ᥌
0043 ; 176F ; # C → ᝯ
0043 ; 16B2 ; # C → ᚲ
0043 ; 1455 ; # C → ᑕ
0043 ; 1456 ; # C → ᑖ
0043 ; 146A ; # C → ᑪ
0043 ; 14BC ; # C → ᒼ
0043 ; 1633 ; # C → ᘳ
0043 ; 1639 ; # C → ᘹ
0043 ; 1645 ; # C → ᙅ
0043 ; 164D ; # C → ᙍ
0043 ; 10A0 ; # C → Ⴀ
0043 ; 10BA ; # C → Ⴚ
0043 ; 1004 ; # C → င
0043 ; 100B ; # C → ဋ
0043 ; 100C ; # C → ဌ
0043 ; 1044 ; # C → ၄
0043 ; 1046 ; # C → ၆
0043 ; 104E ; # C → ၎
0043 ; 105A ; # C → ၚ
0043 ; 0F44 ; # C → ང
0043 ; 0421 ; # C → С
0043 ; 0441 ; # C → с
0043 ; 0480 ; # C → Ҁ
0043 ; 0481 ; # C → ҁ
0043 ; 04AA ; # C → Ҫ
0043 ; 04AB ; # C → ҫ
0043 ; 037C ; # C → ͼ
0043 ; 03DB ; # C → ϛ
0043 ; 03F2 ; # C → ϲ
0043 ; 03F9 ; # C → Ϲ
0043 ; 03FE ; # C → Ͼ
0043 ; 0255 ; # C → ɕ
0043 ; 0297 ; # C → ʗ
0043 ; 0187 ; # C → Ƈ
0043 ; 0188 ; # C → ƈ
0043 ; 023B ; # C → Ȼ
0043 ; 023C ; # C → ȼ
0043 ; 0108 ; # C → Ĉ
0043 ; 0109 ; # C → ĉ
0043 ; 010A ; # C → Ċ
0043 ; 010B ; # C → ċ
0043 ; 010C ; # C → Č
0043 ; 010D ; # C → č
0043 ; 00A2 ; # C → ¢
0043 ; 00A9 ; # C → ©
0043 ; 00C7 ; # C → Ç
0043 ; 00E7 ; # C → ç
0044 ; 24B9 ; # D → Ⓓ
0044 ; 1F153 ; # D → 🅓
0044 ; FF24 ; # D → Ｄ
0044 ; 1D403 ; # D → 𝐃
0044 ; 1D56F ; # D → 𝕯
0044 ; 1D46B ; # D → 𝑫
0044 ; 1D4D3 ; # D → 𝓓
0044 ; 1D53B ; # D → 𝔻
0044 ; 1D673 ; # D → 𝙳
0044 ; 1D5A3 ; # D → 𝖣
0044 ; 1D5D7 ; # D → 𝗗
0044 ; 1D63F ; # D → 𝘿
0044 ; 1D60B ; # D → 𝘋
0044 ; 1F133 ; # D → 🄳
0044 ; 1F173 ; # D → 🅳
0044 ; 1F1E9 ; # D → 🇩
0044 ; 1D507 ; # D → 𝔇
0044 ; 0064 ; # D → d
0044 ; 1D30 ; # D → ᴰ
0044 ; 249F ; # D → ⒟
0044 ; 15E1 ; # D → ᗡ
0044 ; 10A7 ; # D → Ⴇ
0044 ; 0044 0301 ; # D → D́
0044 ; 0044 0324 ; # D → D̤
0044 ; 0044 0308 ; # D → D̈
0044 ; 0044 0324 0308 ; # D → D̤̈
0044 ; 0338 0044 ; # D → ̸D
0044 ; 12D5 ; # D → ዕ
0044 ; 24D3 ; # D → ⓓ
0044 ; FF44 ; # D → ｄ
0044 ; 1D41D ; # D → 𝐝
0044 ; 1D589 ; # D → 𝖉
0044 ; 1D485 ; # D → 𝒅
0044 ; 1D4ED ; # D → 𝓭
0044 ; 1D555 ; # D → 𝕕
0044 ; 1D68D ; # D → 𝚍
0044 ; 1D5BD ; # D → 𝖽
0044 ; 1D5F1 ; # D → 𝗱
0044 ; 1D659 ; # D → 𝙙
0044 ; 1D625 ; # D → 𝘥
0044 ; 1D521 ; # D → 𝔡
0044 ; 1D48 ; # D → ᵈ
0044 ; 0070 ; # D → p
0044 ; 0062 ; # D → b
0044 ; 0064 0301 ; # D → d́
0044 ; 0064 0324 ; # D → d̤
0044 ; 0064 0308 ; # D → d̈
0044 ; 0064 0324 0308 ; # D → d̤̈
0044 ; 0338 0064 ; # D → ̸d
0044 ; 1D05 ; # D → ᴅ
0044 ; 2CF2 ; # D → Ⳳ
0044 ; 2CF3 ; # D → ⳳ
0044 ; A4AC ; # D → ꒬
0044 ; A4AD ; # D → ꒭
0044 ; A4AE ; # D → ꒮
0044 ; A4AF ; # D → ꒯
0044 ; A4D2 ; # D → ꓒ
0044 ; A4D3 ; # D → ꓓ
0044 ; A4F7 ; # D → ꓷ
0044 ; A771 ; # D → ꝱ
0044 ; FB24 ; # D → ﬤ
0044 ; 102EF ; # D → 𐋯
0044 ; 102F0 ; # D → 𐋰
0044 ; 10303 ; # D → 𐌃
0044 ; 10C16 ; # D → 𐰖
0044 ; 10C37 ; # D → 𐰷
0044 ; 11018 ; # D → 𑀘
0044 ; 11025 ; # D → 𑀥
0044 ; 1D437 ; # D → 𝐷
0044 ; 1D451 ; # D → 𝑑
0044 ; 1D49F ; # D → 𝒟
0044 ; 1D4B9 ; # D → 𝒹
0044 ; 1F113 ; # D → 🄓
0044 ; 13A0 ; # D → Ꭰ
0044 ; 13E7 ; # D → Ꮷ
0044 ; 2AD0 ; # D → ⫐
0044 ; 2AD2 ; # D → ⫒
0044 ; 216E ; # D → Ⅾ
0044 ; 217E ; # D → ⅾ
0044 ; 2181 ; # D → ↁ
0044 ; 2145 ; # D → ⅅ
0044 ; 2146 ; # D → ⅆ
0044 ; 1E0A ; # D → Ḋ
